MD,ELECT_DENS,TEMP,Oxi,Nit,Hyd,Hel,O2,NO
-1038.0,2760,763,63,17,805,114,0,0
-1040.0,2746,763,63,17,806,115,0,0
-1042.0,2733,763,62,17,806,115,0,0
-1044.0,2720,763,61,17,807,115,0,0
-1046.0,2707,763,61,17,808,115,0,0
-1048.0,2694,763,60,17,808,115,0,0
-1050.0,2681,763,60,17,809,115,0,0
-1052.0,2668,763,59,17,809,115,0,0
-1054.0,2656,763,58,17,810,115,0,0
-1056.0,2643,763,58,16,811,115,0,0
-1058.0,2630,763,57,16,811,115,0,0
-1060.0,2618,763,57,16,812,115,0,0
-1062.0,2606,763,56,16,812,115,0,0
-1064.0,2594,763,55,16,813,116,0,0
-1066.0,2582,763,55,16,813,116,0,0
-1068.0,2569,763,54,16,814,116,0,0
-1070.0,2558,763,54,16,815,116,0,0
-1072.0,2546,763,53,16,815,116,0,0
-1074.0,2534,763,53,16,816,116,0,0
-1076.0,2522,763,52,16,816,116,0,0
-1078.0,2511,763,51,16,817,116,0,0
-1080.0,2499,763,51,16,817,116,0,0
-1082.0,2488,763,50,16,818,116,0,0
-1084.0,2477,763,50,16,818,116,0,0
-1086.0,2465,763,49,16,819,116,0,0
-1088.0,2454,763,49,16,819,116,0,0
-1090.0,2443,763,48,15,820,117,0,0
-1092.0,2432,763,48,15,820,117,0,0
-1094.0,2421,763,47,15,821,117,0,0
-1096.0,2410,763,47,15,821,117,0,0
-1098.0,2400,763,46,15,822,117,0,0
-1100.0,2389,763,46,15,822,117,0,0
-1102.0,2378,763,45,15,823,117,0,0
-1104.0,2368,763,45,15,823,117,0,0
-1106.0,2357,763,44,15,823,117,0,0
-1108.0,2347,763,44,15,824,117,0,0
-1110.0,2337,763,44,15,824,117,0,0
-1112.0,2327,763,43,15,825,117,0,0
-1114.0,2316,763,43,15,825,117,0,0
-1116.0,2306,763,42,15,826,117,0,0
-1118.0,2296,763,42,15,826,117,0,0
-1120.0,2286,763,41,15,827,118,0,0
-1122.0,2277,763,41,15,827,118,0,0
-1124.0,2267,763,40,14,827,118,0,0
-1126.0,2257,763,40,14,828,118,0,0
-1128.0,2247,763,40,14,828,118,0,0
-1130.0,2238,763,39,14,829,118,0,0
-1132.0,2228,763,39,14,829,118,0,0
-1134.0,2219,763,38,14,830,118,0,0
-1136.0,2209,763,38,14,830,118,0,0
-1138.0,2200,763,38,14,830,118,0,0
-1140.0,2191,763,37,14,831,118,0,0
-1142.0,2182,763,37,14,831,118,0,0
-1144.0,2173,763,36,14,831,118,0,0
-1146.0,2163,763,36,14,832,118,0,0
-1148.0,2154,763,36,14,832,118,0,0
-1150.0,2146,763,35,14,833,118,0,0
-1152.0,2137,763,35,14,833,118,0,0
-1154.0,2128,763,34,14,833,119,0,0
-1156.0,2119,763,34,14,834,119,0,0
-1158.0,2110,763,34,14,834,119,0,0
-1160.0,2102,763,33,13,834,119,0,0
-1162.0,2093,763,33,13,835,119,0,0
-1164.0,2085,763,33,13,835,119,0,0
-1166.0,2076,763,32,13,835,119,0,0
-1168.0,2068,763,32,13,836,119,0,0
-1170.0,2059,763,32,13,836,119,0,0
-1172.0,2051,763,31,13,837,119,0,0
-1174.0,2043,763,31,13,837,119,0,0
-1176.0,2035,763,31,13,837,119,0,0
-1178.0,2026,763,30,13,838,119,0,0
-1180.0,2018,763,30,13,838,119,0,0
-1182.0,2010,763,30,13,838,119,0,0
-1184.0,2002,763,29,13,838,119,0,0
-1186.0,1994,763,29,13,839,119,0,0
-1188.0,1987,763,29,13,839,119,0,0
-1190.0,1979,763,28,13,839,119,0,0
-1192.0,1971,763,28,13,840,119,0,0
-1194.0,1963,763,28,13,840,120,0,0
-1196.0,1956,763,28,13,840,120,0,0
-1198.0,1948,763,27,12,841,120,0,0
-1200.0,1940,763,27,12,841,120,0,0
-1202.0,1933,763,27,12,841,120,0,0
-1204.0,1925,763,26,12,842,120,0,0
-1206.0,1918,763,26,12,842,120,0,0
-1208.0,1911,763,26,12,842,120,0,0
-1210.0,1903,763,26,12,842,120,0,0
-1212.0,1896,763,25,12,843,120,0,0
-1214.0,1889,763,25,12,843,120,0,0
-1216.0,1881,763,25,12,843,120,0,0
-1218.0,1874,763,24,12,844,120,0,0
-1220.0,1867,763,24,12,844,120,0,0
-1222.0,1860,763,24,12,844,120,0,0
-1224.0,1853,763,24,12,844,120,0,0
-1226.0,1846,763,23,12,845,120,0,0
-1228.0,1839,763,23,12,845,120,0,0
-1230.0,1832,763,23,12,845,120,0,0
-1232.0,1825,763,23,12,845,120,0,0
-1234.0,1819,763,22,12,846,120,0,0
-1236.0,1812,763,22,12,846,120,0,0
-1238.0,1805,763,22,11,846,120,0,0
-1240.0,1799,763,22,11,846,120,0,0
-1242.0,1792,763,22,11,847,120,0,0
-1244.0,1785,763,21,11,847,121,0,0
-1246.0,1779,763,21,11,847,121,0,0
-1248.0,1772,763,21,11,847,121,0,0
-1250.0,1766,763,21,11,848,121,0,0
-1252.0,1759,763,20,11,848,121,0,0
-1254.0,1753,763,20,11,848,121,0,0
-1256.0,1747,763,20,11,848,121,0,0
-1258.0,1740,763,20,11,848,121,0,0
-1260.0,1734,763,20,11,849,121,0,0
-1262.0,1728,763,19,11,849,121,0,0
-1264.0,1722,763,19,11,849,121,0,0
-1266.0,1715,763,19,11,849,121,0,0
-1268.0,1709,763,19,11,850,121,0,0
-1270.0,1703,763,18,11,850,121,0,0
-1272.0,1697,763,18,11,850,121,0,0
-1274.0,1691,763,18,11,850,121,0,0
-1276.0,1685,763,18,11,850,121,0,0
-1278.0,1679,763,18,11,851,121,0,0
-1280.0,1673,763,18,11,851,121,0,0
-1282.0,1667,763,17,10,851,121,0,0
-1284.0,1662,763,17,10,851,121,0,0
-1286.0,1656,763,17,10,851,121,0,0
-1288.0,1650,763,17,10,852,121,0,0
-1290.0,1644,763,17,10,852,121,0,0
-1292.0,1639,763,16,10,852,121,0,0
-1294.0,1633,763,16,10,852,121,0,0
-1296.0,1627,763,16,10,852,121,0,0
-1298.0,1622,763,16,10,853,121,0,0
-1300.0,1616,763,16,10,853,121,0,0
-1302.0,1611,763,16,10,853,121,0,0
-1304.0,1605,763,15,10,853,121,0,0
-1306.0,1600,763,15,10,853,121,0,0
-1308.0,1594,763,15,10,854,122,0,0
-1310.0,1589,763,15,10,854,122,0,0
-1312.0,1583,763,15,10,854,122,0,0
-1314.0,1578,763,15,10,854,122,0,0
-1316.0,1573,763,14,10,854,122,0,0
-1318.0,1567,763,14,10,854,122,0,0
-1320.0,1562,763,14,10,855,122,0,0
-1322.0,1557,763,14,10,855,122,0,0
-1324.0,1552,763,14,10,855,122,0,0
-1326.0,1546,763,14,10,855,122,0,0
-1328.0,1541,763,14,10,855,122,0,0
-1330.0,1536,763,13,9,855,122,0,0
-1332.0,1531,763,13,9,856,122,0,0
-1334.0,1526,763,13,9,856,122,0,0
-1336.0,1521,763,13,9,856,122,0,0
-1338.0,1516,763,13,9,856,122,0,0
-1340.0,1511,763,13,9,856,122,0,0
-1342.0,1506,763,13,9,856,122,0,0
-1344.0,1501,763,12,9,856,122,0,0
-1346.0,1496,763,12,9,857,122,0,0
-1348.0,1491,763,12,9,857,122,0,0
-1350.0,1487,763,12,9,857,122,0,0
-1352.0,1482,763,12,9,857,122,0,0
-1354.0,1477,763,12,9,857,122,0,0
-1356.0,1472,763,12,9,857,122,0,0
-1358.0,1468,763,11,9,857,122,0,0
-1360.0,1463,763,11,9,858,122,0,0
-1362.0,1458,763,11,9,858,122,0,0
-1364.0,1453,763,11,9,858,122,0,0
-1366.0,1449,763,11,9,858,122,0,0
-1368.0,1444,763,11,9,858,122,0,0
-1370.0,1440,763,11,9,858,122,0,0
-1372.0,1435,763,11,9,858,122,0,0
-1374.0,1431,763,11,9,859,122,0,0
-1376.0,1426,763,10,9,859,122,0,0
-1378.0,1422,763,10,9,859,122,0,0
-1380.0,1417,763,10,9,859,122,0,0
-1382.0,1413,763,10,8,859,122,0,0
-1384.0,1408,763,10,8,859,122,0,0
-1386.0,1404,763,10,8,859,122,0,0
-1388.0,1400,763,10,8,859,122,0,0
-1390.0,1395,763,10,8,860,122,0,0
-1392.0,1391,763,10,8,860,122,0,0
-1394.0,1387,763,9,8,860,122,0,0
-1396.0,1382,763,9,8,860,122,0,0
-1398.0,1378,763,9,8,860,123,0,0
-1400.0,1374,763,9,8,860,123,0,0
-1402.0,1370,763,9,8,860,123,0,0
-1404.0,1366,763,9,8,860,123,0,0
-1406.0,1361,763,9,8,861,123,0,0
-1408.0,1357,763,9,8,861,123,0,0
-1410.0,1353,763,9,8,861,123,0,0
-1412.0,1349,763,9,8,861,123,0,0
-1414.0,1345,763,8,8,861,123,0,0
-1416.0,1341,763,8,8,861,123,0,0
-1418.0,1337,763,8,8,861,123,0,0
-1420.0,1333,763,8,8,861,123,0,0
-1422.0,1329,763,8,8,861,123,0,0
-1424.0,1325,763,8,8,862,123,0,0
-1426.0,1321,763,8,8,862,123,0,0
-1428.0,1317,763,8,8,862,123,0,0
-1430.0,1313,763,8,8,862,123,0,0
-1432.0,1309,763,8,8,862,123,0,0
-1434.0,1305,763,8,8,862,123,0,0
-1436.0,1301,763,7,8,862,123,0,0
-1438.0,1298,763,7,8,862,123,0,0
-1440.0,1294,763,7,7,862,123,0,0
-1442.0,1290,763,7,7,862,123,0,0
-1444.0,1286,763,7,7,863,123,0,0
-1446.0,1283,763,7,7,863,123,0,0
-1448.0,1279,763,7,7,863,123,0,0
-1450.0,1275,763,7,7,863,123,0,0
-1452.0,1271,763,7,7,863,123,0,0
-1454.0,1268,763,7,7,863,123,0,0
-1456.0,1264,763,7,7,863,123,0,0
-1458.0,1260,763,7,7,863,123,0,0
-1460.0,1257,763,7,7,863,123,0,0
-1462.0,1253,763,6,7,863,123,0,0
-1464.0,1250,763,6,7,863,123,0,0
-1466.0,1246,763,6,7,864,123,0,0
-1468.0,1242,763,6,7,864,123,0,0
-1470.0,1239,763,6,7,864,123,0,0
-1472.0,1235,763,6,7,864,123,0,0
-1474.0,1232,763,6,7,864,123,0,0
-1476.0,1228,763,6,7,864,123,0,0
-1478.0,1225,763,6,7,864,123,0,0
-1480.0,1222,763,6,7,864,123,0,0
-1482.0,1218,763,6,7,864,123,0,0
-1484.0,1215,763,6,7,864,123,0,0
-1486.0,1211,763,6,7,864,123,0,0
-1488.0,1208,763,6,7,864,123,0,0
-1490.0,1205,763,6,7,865,123,0,0
-1492.0,1201,763,6,7,865,123,0,0
-1494.0,1198,763,5,7,865,123,0,0
-1496.0,1195,763,5,7,865,123,0,0
-1498.0,1191,763,5,7,865,123,0,0
-1500.0,1188,763,5,7,865,123,0,0
-1502.0,1185,763,5,7,865,123,0,0
-1504.0,1181,763,5,7,865,123,0,0
-1506.0,1178,763,5,6,865,123,0,0
-1508.0,1175,763,5,6,865,123,0,0
-1510.0,1172,763,5,6,865,123,0,0
-1512.0,1169,763,5,6,865,123,0,0
-1514.0,1165,763,5,6,865,123,0,0
-1516.0,1162,763,5,6,865,123,0,0
-1518.0,1159,763,5,6,866,123,0,0
-1520.0,1156,763,5,6,866,123,0,0
-1522.0,1153,763,5,6,866,123,0,0
-1524.0,1150,763,5,6,866,123,0,0
-1526.0,1147,763,5,6,866,123,0,0
-1528.0,1144,763,5,6,866,123,0,0
-1530.0,1141,763,4,6,866,123,0,0
-1532.0,1137,763,4,6,866,123,0,0
-1534.0,1134,763,4,6,866,123,0,0
-1536.0,1131,763,4,6,866,123,0,0
-1538.0,1128,763,4,6,866,123,0,0
-1540.0,1125,763,4,6,866,123,0,0
-1542.0,1122,763,4,6,866,123,0,0
-1544.0,1120,763,4,6,866,123,0,0
-1546.0,1117,763,4,6,866,123,0,0
-1548.0,1114,763,4,6,867,124,0,0
-1550.0,1111,763,4,6,867,124,0,0
-1552.0,1108,763,4,6,867,124,0,0
-1554.0,1105,763,4,6,867,124,0,0
-1556.0,1102,763,4,6,867,124,0,0
-1558.0,1099,763,4,6,867,124,0,0
-1560.0,1096,763,4,6,867,124,0,0
-1562.0,1093,763,4,6,867,124,0,0
-1564.0,1091,763,4,6,867,124,0,0
-1566.0,1088,763,4,6,867,124,0,0
-1568.0,1085,763,4,6,867,124,0,0
-1570.0,1082,763,4,6,867,124,0,0
-1572.0,1079,763,4,6,867,124,0,0
-1574.0,1077,763,3,6,867,124,0,0
-1576.0,1074,763,3,6,867,124,0,0
-1578.0,1071,763,3,6,867,124,0,0
-1580.0,1068,763,3,5,867,124,0,0
-1582.0,1066,763,3,5,868,124,0,0
-1584.0,1063,763,3,5,868,124,0,0
-1586.0,1060,763,3,5,868,124,0,0
-1588.0,1058,763,3,5,868,124,0,0
-1590.0,1055,763,3,5,868,124,0,0
-1592.0,1052,763,3,5,868,124,0,0
-1594.0,1050,763,3,5,868,124,0,0
-1596.0,1047,763,3,5,868,124,0,0
-1598.0,1044,763,3,5,868,124,0,0
-1600.0,1042,763,3,5,868,124,0,0
-1602.0,1039,763,3,5,868,124,0,0
-1604.0,1037,763,3,5,868,124,0,0
-1606.0,1034,763,3,5,868,124,0,0
-1608.0,1032,763,3,5,868,124,0,0
-1610.0,1029,763,3,5,868,124,0,0
-1612.0,1026,763,3,5,868,124,0,0
-1614.0,1024,763,3,5,868,124,0,0
-1616.0,1021,763,3,5,868,124,0,0
-1618.0,1019,763,3,5,868,124,0,0
-1620.0,1016,763,3,5,869,124,0,0
-1622.0,1014,763,3,5,869,124,0,0
-1624.0,1011,763,3,5,869,124,0,0
-1626.0,1009,763,3,5,869,124,0,0
-1628.0,1006,763,3,5,869,124,0,0
-1630.0,1004,763,3,5,869,124,0,0
-1632.0,1002,763,3,5,869,124,0,0
-1634.0,999,763,2,5,869,124,0,0
-1636.0,997,763,2,5,869,124,0,0
-1638.0,994,763,2,5,869,124,0,0
-1640.0,992,763,2,5,869,124,0,0
-1642.0,990,763,2,5,869,124,0,0
-1644.0,987,763,2,5,869,124,0,0
-1646.0,985,763,2,5,869,124,0,0
-1648.0,982,763,2,5,869,124,0,0
-1650.0,980,763,2,5,869,124,0,0
-1652.0,978,763,2,5,869,124,0,0
-1654.0,975,763,2,5,869,124,0,0
-1656.0,973,763,2,5,869,124,0,0
-1658.0,971,763,2,5,869,124,0,0
-1660.0,969,763,2,5,869,124,0,0
-1662.0,966,763,2,5,869,124,0,0
-1664.0,964,763,2,5,869,124,0,0
-1666.0,962,763,2,5,869,124,0,0
-1668.0,959,763,2,5,870,124,0,0
-1670.0,957,763,2,4,870,124,0,0
-1672.0,955,763,2,4,870,124,0,0
-1674.0,953,763,2,4,870,124,0,0
-1676.0,951,763,2,4,870,124,0,0
-1678.0,948,763,2,4,870,124,0,0
-1680.0,946,763,2,4,870,124,0,0
-1682.0,944,763,2,4,870,124,0,0
-1684.0,942,763,2,4,870,124,0,0
-1686.0,940,763,2,4,870,124,0,0
-1688.0,937,763,2,4,870,124,0,0
-1690.0,935,763,2,4,870,124,0,0
-1692.0,933,763,2,4,870,124,0,0
-1694.0,931,763,2,4,870,124,0,0
-1696.0,929,763,2,4,870,124,0,0
-1698.0,927,763,2,4,870,124,0,0
-1700.0,925,763,2,4,870,124,0,0
-1702.0,923,763,2,4,870,124,0,0
-1704.0,920,763,2,4,870,124,0,0
-1706.0,918,763,2,4,870,124,0,0
-1708.0,916,763,2,4,870,124,0,0
-1710.0,914,763,2,4,870,124,0,0
-1712.0,912,763,2,4,870,124,0,0
-1714.0,910,763,2,4,870,124,0,0
-1716.0,908,763,2,4,870,124,0,0
-1718.0,906,763,2,4,870,124,0,0
-1720.0,904,763,2,4,870,124,0,0
-1722.0,902,763,2,4,870,124,0,0
-1724.0,900,763,2,4,870,124,0,0
-1726.0,898,763,1,4,870,124,0,0
-1728.0,896,763,1,4,871,124,0,0
-1730.0,894,763,1,4,871,124,0,0
-1732.0,892,763,1,4,871,124,0,0
-1734.0,890,763,1,4,871,124,0,0
-1736.0,888,763,1,4,871,124,0,0
-1738.0,886,763,1,4,871,124,0,0
-1740.0,884,763,1,4,871,124,0,0
-1742.0,882,763,1,4,871,124,0,0
-1744.0,880,763,1,4,871,124,0,0
-1746.0,878,763,1,4,871,124,0,0
-1748.0,876,763,1,4,871,124,0,0
-1750.0,874,763,1,4,871,124,0,0
-1752.0,873,763,1,4,871,124,0,0
-1754.0,871,763,1,4,871,124,0,0
-1756.0,869,763,1,4,871,124,0,0
-1758.0,867,763,1,4,871,124,0,0
-1760.0,865,763,1,4,871,124,0,0
-1762.0,863,763,1,4,871,124,0,0
-1764.0,861,763,1,4,871,124,0,0
-1766.0,859,763,1,4,871,124,0,0
-1768.0,858,763,1,4,871,124,0,0
-1770.0,856,763,1,4,871,124,0,0
-1772.0,854,763,1,4,871,124,0,0
-1774.0,852,763,1,4,871,124,0,0
-1776.0,850,763,1,4,871,124,0,0
-1778.0,848,763,1,4,871,124,0,0
-1780.0,847,763,1,3,871,124,0,0
-1782.0,845,763,1,3,871,124,0,0
-1784.0,843,763,1,3,871,124,0,0
-1786.0,841,763,1,3,871,124,0,0
-1788.0,840,763,1,3,871,124,0,0
-1790.0,838,763,1,3,871,124,0,0
-1792.0,836,763,1,3,871,124,0,0
-1794.0,834,763,1,3,871,124,0,0
-1796.0,832,763,1,3,871,124,0,0
-1798.0,831,763,1,3,871,124,0,0
-1800.0,829,763,1,3,871,124,0,0
-1802.0,827,763,1,3,871,124,0,0
-1804.0,826,763,1,3,872,124,0,0
-1806.0,824,763,1,3,872,124,0,0
-1808.0,822,763,1,3,872,124,0,0
-1810.0,820,763,1,3,872,124,0,0
-1812.0,819,763,1,3,872,124,0,0
-1814.0,817,763,1,3,872,124,0,0
-1816.0,815,763,1,3,872,124,0,0
-1818.0,814,763,1,3,872,124,0,0
-1820.0,812,763,1,3,872,124,0,0
-1822.0,810,763,1,3,872,124,0,0
-1824.0,809,763,1,3,872,124,0,0
-1826.0,807,763,1,3,872,124,0,0
-1828.0,805,763,1,3,872,124,0,0
-1830.0,804,763,1,3,872,124,0,0
-1832.0,802,763,1,3,872,124,0,0
-1834.0,800,763,1,3,872,124,0,0
-1836.0,799,763,1,3,872,124,0,0
-1838.0,797,763,1,3,872,124,0,0
-1840.0,796,763,1,3,872,124,0,0
-1842.0,794,763,1,3,872,124,0,0
-1844.0,792,763,1,3,872,124,0,0
-1846.0,791,763,1,3,872,124,0,0
-1848.0,789,763,1,3,872,124,0,0
-1850.0,788,763,1,3,872,124,0,0
-1852.0,786,763,1,3,872,124,0,0
-1854.0,784,763,1,3,872,124,0,0
-1856.0,783,763,1,3,872,124,0,0
-1858.0,781,763,1,3,872,124,0,0
-1860.0,780,763,1,3,872,124,0,0
-1862.0,778,763,1,3,872,124,0,0
-1864.0,777,763,1,3,872,124,0,0
-1866.0,775,763,1,3,872,124,0,0
-1868.0,774,763,1,3,872,124,0,0
-1870.0,772,763,1,3,872,124,0,0
-1872.0,770,763,1,3,872,124,0,0
-1874.0,769,763,1,3,872,124,0,0
-1876.0,767,763,1,3,872,124,0,0
-1878.0,766,763,1,3,872,124,0,0
-1880.0,764,763,1,3,872,124,0,0
-1882.0,763,763,1,3,872,124,0,0
-1884.0,761,763,1,3,872,124,0,0
-1886.0,760,763,1,3,872,124,0,0
-1888.0,758,763,1,3,872,124,0,0
-1890.0,757,763,1,3,872,124,0,0
-1892.0,756,763,1,3,872,124,0,0
-1894.0,754,763,1,3,872,124,0,0
-1896.0,753,763,1,3,872,124,0,0
-1898.0,751,763,1,3,872,124,0,0
-1900.0,750,763,1,3,872,124,0,0
-1902.0,748,763,1,3,872,124,0,0
-1904.0,747,763,1,3,872,124,0,0
-1906.0,745,763,1,3,872,124,0,0
-1908.0,744,763,1,3,873,124,0,0
-1910.0,743,763,1,3,873,124,0,0
-1912.0,741,763,1,3,873,124,0,0
-1914.0,740,763,1,3,873,124,0,0
-1916.0,738,763,1,3,873,124,0,0
-1918.0,737,763,1,3,873,124,0,0
-1920.0,735,763,1,3,873,124,0,0
-1922.0,734,763,0,3,873,124,0,0
-1924.0,733,763,0,3,873,124,0,0
-1926.0,731,763,0,3,873,124,0,0
-1928.0,730,763,0,2,873,124,0,0
-1930.0,729,763,0,2,873,124,0,0
-1932.0,727,763,0,2,873,124,0,0
-1934.0,726,763,0,2,873,124,0,0
-1936.0,724,763,0,2,873,124,0,0
-1938.0,723,763,0,2,873,124,0,0
-1940.0,722,763,0,2,873,124,0,0
-1942.0,720,763,0,2,873,124,0,0
-1944.0,719,763,0,2,873,124,0,0
-1946.0,718,763,0,2,873,124,0,0
-1948.0,716,763,0,2,873,124,0,0
-1950.0,715,763,0,2,873,124,0,0
-1952.0,714,763,0,2,873,124,0,0
-1954.0,712,763,0,2,873,124,0,0
-1956.0,711,763,0,2,873,124,0,0
-1958.0,710,763,0,2,873,124,0,0
-1960.0,708,763,0,2,873,124,0,0
-1962.0,707,763,0,2,873,124,0,0
-1964.0,706,763,0,2,873,124,0,0
-1966.0,705,763,0,2,873,124,0,0
-1968.0,703,763,0,2,873,124,0,0
-1970.0,702,763,0,2,873,124,0,0
-1972.0,701,763,0,2,873,124,0,0
-1974.0,699,763,0,2,873,124,0,0
-1976.0,698,763,0,2,873,124,0,0
-1978.0,697,763,0,2,873,124,0,0
-1980.0,696,763,0,2,873,124,0,0
-1982.0,694,763,0,2,873,124,0,0
-1984.0,693,763,0,2,873,124,0,0
-1986.0,692,763,0,2,873,124,0,0
-1988.0,691,763,0,2,873,124,0,0
-1990.0,689,763,0,2,873,124,0,0
-1992.0,688,763,0,2,873,124,0,0
-1994.0,687,763,0,2,873,124,0,0
-1996.0,686,763,0,2,873,124,0,0
-1998.0,684,763,0,2,873,124,0,0
-2000.0,683,763,0,2,873,124,0,0
